sample_idx,original_class,original_class_name,target_class,target_class_name,predicted_class,predicted_class_name,subject_id,injured_leg,valid,confidence,iterations,time_seconds,imu_l2,imu_l1,imu_changed_pct,imu_channels_changed,sensor_groups_changed,modality_groups_changed,changed_sensor_groups,changed_modality_groups,imu_temporal_grad
650,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,6,left,True,0.9941439032554626,500,6.15317440032959,59.398604601615375,2898.5662448028374,14.502529510961216,35,7,12,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.018336889092149453
127,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,21,right,True,0.9377100467681885,500,6.563581466674805,47.59908467460649,609.6147700115471,0.6604834176503654,11,5,7,RF_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; TA_L_gyr; Gast_L_acc,0.00775865995922138
637,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,5,Leg Extension - Lifting limb,6,left,False,0.010634629055857658,1396,18.230255842208862,71.24997251289662,7140.965955615049,74.92622259696459,36,7,12,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.039569403021696876
385,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,30,left,True,0.9951907396316528,500,11.174207925796509,55.79316089714635,3550.5268214403814,21.911888701517707,30,8,10,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; Ham_R_acc; TA_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.017864744509625333
524,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,4,right,True,0.9210741519927979,500,6.130258321762085,38.90341096100834,861.6096301380073,1.879567172568859,7,3,5,RF_R; TA_R; Gast_R,RF_R_acc; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr,0.0017050844881038672
523,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,4,right,True,0.84245765209198,500,6.236297607421875,47.072599975757576,1004.8321667014565,1.8022765598650927,8,3,5,RF_R; TA_R; Gast_R,RF_R_acc; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr,0.0021339978298335785
609,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,6,left,True,0.8515205979347229,500,10.510168552398682,47.8101911827734,1378.4930143523272,3.699409780775717,16,8,11,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.005748475491498994
110,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,21,right,True,0.9411249160766602,500,6.619763374328613,41.18991592721186,490.4520792836557,0.5761663856098932,12,6,9,RF_R; Ham_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; TA_L_acc; Gast_L_acc; Gast_L_gyr,0.005554241739862954
414,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,5,Leg Extension - Lifting limb,30,left,False,9.652849257690832e-05,1388,17.550782918930054,76.45433032737117,7943.438926246372,74.94378864530636,36,7,12,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.045344530990434874
684,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,6,left,True,0.8172355890274048,500,6.321558237075806,59.946276816107506,2159.5562322104756,7.426925238898257,27,5,9,RF_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_acc; RF_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.029354528446490676
521,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,4,right,True,0.7054591774940491,500,6.324244499206543,55.562778820832655,1285.0504070482937,2.2133220910623947,8,3,5,RF_R; TA_R; Gast_R,RF_R_acc; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr,0.005847960746670473
482,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,4,right,True,0.7573421597480774,500,6.39432430267334,22.60862017346208,357.7169802446482,1.0574761101742551,6,3,4,TA_R; RF_L; Ham_L,TA_R_acc; RF_L_acc; RF_L_gyr; Ham_L_gyr,0.0017869850318763445
571,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,4,right,True,0.9438939094543457,500,6.329161643981934,50.33619864244602,882.7634363750503,1.2225969645868466,15,6,9,RF_R; Ham_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_gyr; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.009407416242462182
293,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,28,right,True,0.9292396903038025,500,6.158439636230469,50.33025611565734,2139.2745738583153,7.089657110736369,10,6,6,RF_R; Ham_R; Gast_R; RF_L; TA_L; Gast_L,RF_R_acc; Ham_R_acc; Gast_R_acc; RF_L_acc; TA_L_acc; Gast_L_acc,0.004664179198119972
436,8,Walking - Hip abduction,6,Walking - Correct,6,Walking - Correct,30,left,True,0.7211412787437439,832,14.435297727584839,55.168052610869836,3674.8028224766854,68.70432827431141,33,8,11,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc; Gast_L_gyr,0.03346584562992563
407,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,30,left,True,0.958122193813324,500,6.362440824508667,77.71092025401846,4746.048821833419,20.88954468802698,24,7,8,Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; TA_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; TA_L_acc; Gast_L_acc,0.010268698339984611
610,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,6,left,True,0.8939045667648315,500,6.553442001342773,44.007988690930226,1194.4973900165335,3.2075604272062956,15,7,9,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.004296114255305462
649,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,6,left,True,0.7041594386100769,500,6.58369255065918,37.576811349492424,564.1223575382289,1.0469364811691961,6,4,4,RF_L; Ham_L; TA_L; Gast_L,RF_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.004083323871900228
175,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,25,right,True,0.7569752931594849,500,8.21936297416687,21.704992068548336,276.95417433237276,0.6288645306351883,4,4,4,Ham_R; TA_R; RF_L; Gast_L,Ham_R_gyr; TA_R_acc; RF_L_gyr; Gast_L_acc,0.0012011297459654283
409,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,30,left,True,0.7145162224769592,500,8.178688049316406,49.17096038601929,1791.4075920561284,5.645727937043283,16,7,8,Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; TA_R_acc; Gast_R_acc; RF_L_acc; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.003957264869560264
433,8,Walking - Hip abduction,6,Walking - Correct,6,Walking - Correct,30,left,True,0.8360658884048462,500,7.993160247802734,60.12264625241274,1383.4323815716243,2.5084317032040473,28,8,11,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; TA_R_acc; TA_R_gyr; Gast_R_gyr; RF_L_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc; Gast_L_gyr,0.013541808168209468
529,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,4,right,True,0.7888858914375305,500,7.89592981338501,27.15764704905857,647.1181243901538,2.2589938167509835,5,2,2,RF_R; Gast_R,RF_R_acc; Gast_R_acc,0.001611971321374425
678,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,6,left,True,0.8541876673698425,500,8.112225770950317,53.97697334583957,882.0602377442544,1.1242270938729624,20,6,11,RF_R; Ham_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.00838318321369905
168,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,25,right,True,0.7201022505760193,500,7.590545892715454,23.582225213769057,434.217153535978,1.352585722315908,11,7,7,Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; TA_R_acc; Gast_R_acc; RF_L_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.002420827729697282
562,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,4,right,True,0.8465594053268433,500,6.5274035930633545,39.99361155780793,530.0521083496684,0.7237211916807195,15,6,10,RF_R; TA_R; Gast_R; Ham_L; TA_L; Gast_L,RF_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; Ham_L_acc; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.00554820543407863
486,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,4,right,True,0.7181989550590515,500,6.867962121963501,28.19318094236651,726.6985983327418,2.8140809443507586,16,7,8,RF_R; Ham_R; TA_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_gyr; Ham_R_gyr; TA_R_acc; RF_L_acc; RF_L_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.002700611998008356
304,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,5,Leg Extension - Lifting limb,28,right,False,0.005185275338590145,1363,17.2197163105011,58.32825511155866,5509.044473484598,74.92973580663293,36,7,12,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.034959365898773645
131,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,21,right,True,0.9837236404418945,500,6.55178689956665,70.48815415040593,1940.4697947113898,4.718240584598089,35,7,12,RF_R; Ham_R; TA_R; Gast_R; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; Ham_L_acc; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.031639825663613154
534,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,4,right,True,0.7697505950927734,500,6.446067571640015,24.44376911324708,607.1975966571226,2.4838392355255765,7,3,4,RF_R; Ham_R; Gast_R,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc,0.001644944224152604
417,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,30,left,True,0.590237557888031,5001,69.98673939704895,78.12167010932258,5659.455670012405,74.61003372681282,36,7,12,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.016956549713495302
63,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,21,right,True,0.9940751791000366,500,7.393648386001587,53.331340316787674,2021.088719958588,9.01840921866217,34,8,12,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; Ham_R_acc; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.010508226256649052
405,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,30,left,True,0.9011045098304749,500,8.298967361450195,60.46263857100237,2555.5373017156303,8.389544688026982,20,7,9,Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; TA_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.006645009680953385
567,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,4,right,True,0.955451488494873,500,6.903862953186035,48.549366056152834,773.2888409161902,1.0785553681843731,17,6,10,RF_R; Ham_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.008350468818272063
492,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,4,right,True,0.708555281162262,500,7.033331632614136,19.683889158385817,287.63917016141306,0.7974985947161327,6,4,4,TA_R; Gast_R; RF_L; TA_L,TA_R_acc; Gast_R_acc; RF_L_gyr; TA_L_acc,0.0010974123603319263
644,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,6,left,True,0.8831164240837097,500,6.967185020446777,33.223503030500865,899.8657535698367,3.48159078133783,17,5,9,Gast_R; RF_L; Ham_L; TA_L; Gast_L,Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.004803572136192228
554,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,4,right,True,0.9666185975074768,500,6.708379030227661,47.62138839563641,3192.8131405531335,56.21135469364812,27,6,9,RF_R; Ham_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_gyr; TA_L_acc; Gast_L_acc; Gast_L_gyr,0.03391762710166153
641,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,6,left,True,0.7001962661743164,943,16.292412519454956,38.183128498887385,1033.7396504670523,3.625632377740304,10,3,4,RF_L; Ham_L; TA_L,RF_L_acc; Ham_L_acc; Ham_L_gyr; TA_L_acc,0.006099439409097101
123,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,21,right,True,0.8158551454544067,500,9.074917554855347,57.518524776297596,1368.6083751256012,3.432405845980888,36,7,12,RF_R; Ham_R; TA_R; Gast_R; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; Ham_L_acc; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.024806834792529736
283,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,28,right,True,0.8422572016716003,500,8.652311086654663,43.34577518393364,1255.233331585463,3.274311410905003,6,5,5,Ham_R; Gast_R; RF_L; Ham_L; TA_L,Ham_R_acc; Gast_R_acc; RF_L_acc; Ham_L_acc; TA_L_acc,0.0018204207543406075
638,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,5,Leg Extension - Lifting limb,6,left,False,0.005253225564956665,1398,23.06311273574829,65.66410694637078,6157.858728303593,74.92973580663293,36,7,12,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.036244165287870764
290,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,28,right,True,0.9995662569999695,500,6.8768064975738525,69.7954116641514,4947.666483585474,26.41933670601461,21,6,7,RF_R; Ham_R; Gast_R; RF_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; TA_L_acc; Gast_L_acc,0.012540550215868378
406,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,30,left,True,0.7044394016265869,500,6.891171455383301,39.55463167093508,1391.7960676720857,5.231169196177627,15,7,8,Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; TA_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; TA_L_acc; Gast_L_acc,0.0036778999857186296
633,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,6,left,True,0.9876425266265869,500,7.017152786254883,32.14069858491657,911.5256470805846,3.4780775716694774,15,7,8,RF_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; TA_R_acc; Gast_R_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.005820566212523109
419,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,30,left,True,0.7361903786659241,1250,18.44486403465271,68.96041930974164,3734.5724995632904,14.260118043844857,24,7,10,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc; Gast_L_gyr,0.00809280534160989
527,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,4,right,True,0.9967473745346069,500,6.718552589416504,66.96747563072583,4293.026688961308,23.85469364811692,31,8,12,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; Ham_R_acc; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.008544834798311734
555,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,4,right,True,0.7212321758270264,500,6.732329607009888,48.09341820932443,772.9678598147707,1.1031478358628444,21,6,11,RF_R; Ham_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.007200640506812022
173,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,25,right,True,0.7171546220779419,500,6.841229438781738,25.215944296810832,434.8505481967947,1.2015177065767284,7,6,6,Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; Gast_R_acc; RF_L_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.0025397382825418187
566,7,Walking - No full extension,6,Walking - Correct,6,Walking - Correct,4,right,True,0.7506190538406372,500,6.354486703872681,51.014844150170724,691.3232729026366,0.8045250140528386,15,6,8,RF_R; Ham_R; TA_R; Gast_R; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_gyr; Gast_R_gyr; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.010244036415217648
636,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,6,left,True,0.9485855102539062,500,6.361368179321289,32.04605082289427,451.54889020148715,0.7588532883642496,2,2,2,TA_L; Gast_L,TA_L_acc; Gast_L_acc,0.0007138186964289511
299,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,28,right,True,0.9785225987434387,500,6.737811326980591,50.95779494719635,1851.0501239735906,5.28035413153457,10,6,6,RF_R; Ham_R; Gast_R; RF_L; Ham_L; TA_L,RF_R_acc; Ham_R_acc; Gast_R_acc; RF_L_acc; Ham_L_acc; TA_L_acc,0.0031600781565540577
642,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,6,left,True,0.7268888354301453,1458,18.44661831855774,31.262120039135613,826.0983165165314,2.884345137717819,7,3,3,RF_L; Ham_L; TA_L,RF_L_acc; Ham_L_gyr; TA_L_acc,0.00229010693603941
286,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,28,right,True,0.9995527863502502,500,6.329270124435425,66.39281493073082,4567.607067672211,25.347807757166947,24,6,8,RF_R; Ham_R; Gast_R; RF_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Gast_R_acc; RF_L_acc; TA_L_acc; Gast_L_acc; Gast_L_gyr,0.011428746434467502
176,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,25,right,True,0.7161369323730469,500,6.685599088668823,20.32570515176537,248.18320242459808,0.5972456436200113,5,4,4,Ham_R; TA_R; RF_L; Gast_L,Ham_R_gyr; TA_R_acc; RF_L_gyr; Gast_L_acc,0.0014730699119241215
491,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,4,right,True,0.9476439952850342,500,6.472319841384888,26.751348716354816,607.3174052249909,2.1184654300168635,14,8,9,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; TA_R_acc; Gast_R_acc; RF_L_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.0031021175931451
