sample_idx,original_class,original_class_name,target_class,target_class_name,predicted_class,predicted_class_name,subject_id,injured_leg,valid,confidence,iterations,time_seconds,imu_l2,imu_l1,imu_changed_pct,imu_channels_changed,sensor_groups_changed,modality_groups_changed,changed_sensor_groups,changed_modality_groups,imu_temporal_grad
487,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,19,right,True,0.9999929666519165,500,9.751636743545532,38.09366230897538,2465.365764471616,24.638139404159638,24,7,8,Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; Ham_R_gyr; TA_R_acc; Gast_R_acc; RF_L_gyr; Ham_L_acc; TA_L_acc; Gast_L_acc,0.01196094145424344
137,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,14,right,True,0.6868959665298462,500,8.890264987945557,33.67727051927177,2041.0766319958086,43.686762225969645,21,6,7,Ham_R; TA_R; Gast_R; Ham_L; TA_L; Gast_L,Ham_R_acc; Ham_R_gyr; TA_R_acc; Gast_R_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.017297936526185918
375,1,Squat - Weight transfer,0,Squat - Correct,1,Squat - Weight transfer,13,right,False,0.006824363488703966,1437,23.98342227935791,186.61745196358302,13907.239689390533,99.79974704890388,48,8,16,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.12288849056074976
655,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,11,right,True,0.9981595873832703,500,8.203933000564575,40.59551088447194,2318.9592199498265,16.95474985947161,30,7,10,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; Gast_L,RF_R_gyr; Ham_R_acc; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_gyr; Ham_L_acc; Ham_L_gyr; Gast_L_acc,0.01085635827362235
251,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,19,right,True,0.9882418513298035,500,9.047980070114136,47.9672257055902,2334.7232135276126,20.390668915120855,18,6,6,Ham_R; TA_R; Gast_R; RF_L; Ham_L; Gast_L,Ham_R_acc; TA_R_acc; Gast_R_acc; RF_L_gyr; Ham_L_gyr; Gast_L_acc,0.020523493123516458
138,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,8,right,True,0.9132538437843323,500,9.093734502792358,23.84887489471852,1667.6535475007427,37.45081506464306,18,6,6,Ham_R; TA_R; Gast_R; Ham_L; TA_L; Gast_L,Ham_R_gyr; TA_R_acc; Gast_R_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.01745195839783624
718,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,28,right,True,0.7323805689811707,500,9.06537914276123,29.201932998255685,655.9188831014043,2.0657672849915683,14,7,9,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; Gast_L,RF_R_acc; Ham_R_acc; Ham_R_gyr; TA_R_acc; Gast_R_acc; RF_L_acc; RF_L_gyr; Ham_L_gyr; Gast_L_acc,0.003236526343155371
314,7,Walking - No full extension,6,Walking - Correct,7,Walking - No full extension,6,left,False,0.009525338187813759,1437,25.942408323287964,131.03684378932772,14915.48239210575,99.89460370994941,48,8,16,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.1489646981607805
133,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,19,right,True,0.9998863935470581,500,8.703572988510132,53.30658285405767,2480.9785333184777,14.326869027543566,24,6,8,RF_R; TA_R; Gast_R; Ham_L; TA_L; Gast_L,RF_R_acc; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; Ham_L_acc; TA_L_acc; Gast_L_acc,0.008344251281348363
248,8,Walking - Hip abduction,6,Walking - Correct,6,Walking - Correct,26,right,True,0.9997771382331848,500,9.168203353881836,84.91997024656985,3557.018109038092,8.241989881956155,36,8,12,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.03212632900521443
19,8,Walking - Hip abduction,6,Walking - Correct,6,Walking - Correct,26,right,True,0.6816087961196899,500,8.857896327972412,66.39343628543014,4769.3879660058665,68.67622259696459,33,7,11,RF_R; Ham_R; TA_R; Gast_R; Ham_L; TA_L; Gast_L,RF_R_gyr; Ham_R_acc; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc; Gast_L_gyr,0.046219115558423944
291,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,19,right,True,0.9577117562294006,500,8.766531944274902,36.36899997559658,556.5901327386092,0.8818156267566049,3,2,3,TA_R; Gast_R,TA_R_acc; Gast_R_acc; Gast_R_gyr,0.000990602104463784
54,1,Squat - Weight transfer,0,Squat - Correct,0,Squat - Correct,2,left,True,0.6333690881729126,500,9.328378677368164,24.86528664762807,2011.7569017399417,49.96486790331647,24,6,8,RF_R; Ham_R; TA_R; RF_L; Ham_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; TA_R_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; Gast_L_gyr,0.017380357804641245
687,7,Walking - No full extension,6,Walking - Correct,7,Walking - No full extension,13,right,False,0.0002327174152014777,1436,23.687918424606323,135.0414148283775,16373.18735880935,99.96838111298483,48,8,16,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.12180012350478504
177,4,Leg Extension - Limited ROM,3,Leg Extension - Correct,3,Leg Extension - Correct,7,right,True,0.9999618530273438,500,7.674786806106567,51.95473483419435,2583.336718424611,18.721894322653178,29,7,10,RF_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; TA_R_acc; Gast_R_acc; RF_L_acc; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.007194957671838544
218,8,Walking - Hip abduction,6,Walking - Correct,7,Walking - No full extension,11,right,False,0.000568607181776315,1437,23.085230112075806,119.99627991875802,13916.89308084538,99.96135469364812,48,8,16,RF_R; Ham_R; TA_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc; RF_L_gyr; Ham_L_acc; Ham_L_gyr; TA_L_acc; TA_L_gyr; Gast_L_acc; Gast_L_gyr,0.11925728577385983
130,8,Walking - Hip abduction,6,Walking - Correct,6,Walking - Correct,22,right,True,0.9999274015426636,500,8.135780096054077,79.07420384881952,2195.272592727148,4.043704328274311,22,6,8,RF_R; Ham_R; TA_R; Gast_R; RF_L; Gast_L,RF_R_acc; RF_R_gyr; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_gyr; RF_L_gyr; Gast_L_gyr,0.02228207673727761
607,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,29,right,True,0.8855635523796082,500,7.829602956771851,42.22672253573873,1392.4614060933045,5.2417088251826875,19,5,9,RF_R; Ham_R; TA_R; Gast_R; RF_L,RF_R_acc; RF_R_gyr; Ham_R_acc; Ham_R_gyr; TA_R_acc; TA_R_gyr; Gast_R_acc; Gast_R_gyr; RF_L_acc,0.004159583974536661
707,2,Squat - Injured leg forward,0,Squat - Correct,0,Squat - Correct,12,right,True,0.9010804891586304,500,8.193115234375,54.15426077644042,1769.1509313775787,11.375772906127038,21,6,7,Ham_R; Gast_R; RF_L; Ham_L; TA_L; Gast_L,Ham_R_acc; Ham_R_gyr; Gast_R_acc; RF_L_gyr; Ham_L_gyr; TA_L_acc; Gast_L_acc,0.023758115787552023
93,5,Leg Extension - Lifting limb,3,Leg Extension - Correct,3,Leg Extension - Correct,14,right,True,0.8851411938667297,500,8.190326690673828,34.42069976055503,910.0466695934211,3.30593029792018,7,3,5,RF_R; Ham_R; Gast_R,RF_R_acc; RF_R_gyr; Ham_R_acc; Ham_R_gyr; Gast_R_acc,0.002215977381410962
